GO_ID,term,GOSlim_bin,aspect
GO:0034412,ascospore wall beta-glucan biosynthetic process,other metabolic processes,P
GO:0034413,"ascospore wall 1,3-beta-glucan biosynthetic process",other metabolic processes,P
GO:0034414,"tRNA 3'-trailer cleavage, endonucleolytic",RNA metabolism,P
GO:0034415,"tRNA 3'-trailer cleavage, exonucleolytic",RNA metabolism,P
GO:0034416,bisphosphoglycerate phosphatase activity,other molecular function,F
GO:0034417,bisphosphoglycerate 3-phosphatase activity,other molecular function,F
GO:0034418,urate biosynthetic process,other metabolic processes,P
GO:0034419,L-2-hydroxyglutarate oxidase activity,other molecular function,F
GO:0034420,co-translational protein amino acid acetylation,protein metabolism,P
GO:0034421,post-translational protein amino acid acetylation,protein metabolism,P
GO:0034422,aleurone grain lumen,other cellular component,C
GO:0034423,autophagic vacuole lumen,other cytoplasmic organelle,C
GO:0034424,Vps55/Vps68 complex,other cytoplasmic organelle,C
GO:0034424,Vps55/Vps68 complex,other membranes,C
GO:0034425,etioplast envelope,other cellular component,C
GO:0034426,etioplast membrane,other membranes,C
GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",RNA metabolism,P
GO:0034428,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 5'-3'",RNA metabolism,P
GO:0034429,tectobulbar tract morphogenesis,developmental processes,P
GO:0034429,tectobulbar tract morphogenesis,cell organization and biogenesis,P
GO:0034430,monolayer-surrounded lipid storage body outer lipid monolayer,other cellular component,C
GO:0034431,bis(5'-adenosyl)-hexaphosphatase activity,other molecular function,F
GO:0034432,bis(5'-adenosyl)-pentaphosphatase activity,other molecular function,F
GO:0034433,steroid esterification,other metabolic processes,P
GO:0034434,sterol esterification,other metabolic processes,P
GO:0034435,cholesterol esterification,other metabolic processes,P
GO:0034436,glycoprotein transport,transport,P
GO:0034437,glycoprotein transporter activity,transporter activity,F
GO:0034438,lipoprotein amino acid oxidation,protein metabolism,P
GO:0034439,lipoprotein lipid oxidation,other metabolic processes,P
GO:0034440,lipid oxidation,other metabolic processes,P
GO:0034441,plasma lipoprotein oxidation,other metabolic processes,P
GO:0034442,regulation of lipoprotein oxidation,other metabolic processes,P
GO:0034443,negative regulation of lipoprotein oxidation,protein metabolism,P
GO:0034444,regulation of plasma lipoprotein oxidation,other metabolic processes,P
GO:0034445,negative regulation of plasma lipoprotein oxidation,protein metabolism,P
GO:0034446,substrate adhesion-dependent cell spreading,cell adhesion,P
GO:0034446,substrate adhesion-dependent cell spreading,cell organization and biogenesis,P
GO:0034447,very-low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0034448,EGO complex,other cytoplasmic organelle,C
GO:0034448,EGO complex,other membranes,C
GO:0034449,GSE complex,other cytoplasmic organelle,C
GO:0034450,ubiquitin-ubiquitin ligase activity,other molecular function,F
GO:0034451,centriolar satellite,cytoskeleton,C
GO:0034452,dynactin binding,cytoskeletal activity,F
GO:0034453,microtubule anchoring,cell organization and biogenesis,P
GO:0034454,microtubule anchoring at centrosome,cell organization and biogenesis,P
GO:0034455,t-UTP complex,nucleus,C
GO:0034456,UTP-C complex,nucleus,C
GO:0034457,Mpp10 complex,nucleus,C
GO:0034458,3'-5' RNA helicase activity,other molecular function,F
GO:0034459,ATP-dependent 3'-5' RNA helicase activity,other molecular function,F
GO:0034460,uropod assembly,cell organization and biogenesis,P
GO:0034461,uropod retraction,cell organization and biogenesis,P
GO:0034462,small-subunit processome assembly,cell organization and biogenesis,P
GO:0034463,90S preribosome assembly,cell organization and biogenesis,P
GO:0034464,BBSome,other cellular component,C
GO:0034465,response to carbon monoxide,other biological processes,P
GO:0034466,chromaffin granule lumen,other cellular component,C
GO:0034467,esterosome lumen,other cellular component,C
GO:0034468,glycosome lumen,other cellular component,C
GO:0034469,Golgi stack lumen,ER/Golgi,C
GO:0034470,ncRNA processing,RNA metabolism,P
GO:0034471,ncRNA 5'-end processing,RNA metabolism,P
GO:0034472,snRNA 3'-end processing,RNA metabolism,P
GO:0034473,U1 snRNA 3'-end processing,RNA metabolism,P
GO:0034474,U2 snRNA 3'-end processing,RNA metabolism,P
GO:0034475,U4 snRNA 3'-end processing,RNA metabolism,P
GO:0034476,U5 snRNA 3'-end processing,RNA metabolism,P
GO:0034477,U6 snRNA 3'-end processing,RNA metabolism,P
GO:0034478,phosphatidylglycerol catabolic process,other metabolic processes,P
GO:0034479,phosphatidylglycerol phospholipase C activity,other molecular function,F
GO:0034480,phosphatidylcholine phospholipase C activity,other molecular function,F
GO:0034481,chondroitin sulfotransferase activity,other molecular function,F
GO:0034482,chondroitin 2-O-sulfotransferase activity,other molecular function,F
GO:0034483,heparan sulfate sulfotransferase activity,other molecular function,F
GO:0034484,raffinose catabolic process,other metabolic processes,P
GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",other molecular function,F
GO:0034486,vacuolar transmembrane transport,transport,P
GO:0034487,vacuolar amino acid transport,transport,P
GO:0034488,basic amino acid export from vacuole,transport,P
GO:0034489,neutral amino acid export from vacuole,transport,P
GO:0034490,basic amino acid import into vacuole,transport,P
GO:0034491,neutral amino acid import into vacuole,transport,P
GO:0034492,hydrogenosome lumen,other cellular component,C
GO:0034493,melanosome lumen,other cellular component,C
GO:0034494,microneme lumen,other cellular component,C
GO:0034495,protein storage vacuole lumen,other cytoplasmic organelle,C
GO:0034496,multivesicular body membrane disassembly,cell organization and biogenesis,P
GO:0034497,protein localization to pre-autophagosomal structure,other biological processes,P
GO:0034498,early endosome to Golgi transport,transport,P
GO:0034499,late endosome to Golgi transport,transport,P
GO:0034500,rDNA separation,cell cycle and proliferation,P
GO:0034501,protein localization to kinetochore,other biological processes,P
GO:0034502,protein localization to chromosome,other biological processes,P
GO:0034503,protein localization to nucleolar rDNA repeats,other biological processes,P
GO:0034504,protein localization in nucleus,other biological processes,P
GO:0034505,tooth mineralization,developmental processes,P
GO:0034506,"chromosome, centromeric core region",other cellular component,C
GO:0034507,"chromosome, centromeric outer repeat region",other cellular component,C
GO:0034508,centromere complex assembly,cell organization and biogenesis,P
GO:0034509,centromeric core chromatin formation,cell organization and biogenesis,P
GO:0034510,centromere separation,cell cycle and proliferation,P
GO:0034511,U3 snoRNA binding,nucleic acid binding activity,F
GO:0034512,box C/D snoRNA binding,nucleic acid binding activity,F
GO:0034513,box H/ACA snoRNA binding,nucleic acid binding activity,F
GO:0034514,mitochondrial unfolded protein response,stress response,P
GO:0034515,proteasome storage granule,cytosol,C
GO:0034516,response to vitamin B6,other biological processes,P
GO:0034517,ribophagy,other metabolic processes,P
GO:0034518,RNA cap binding complex,other cellular component,C
GO:0034519,cytoplasmic RNA cap binding complex,other cellular component,C
GO:0034520,2-naphthaldehyde dehydrogenase activity,other molecular function,F
GO:0034521,1-naphthoic acid dioxygenase activity,other molecular function,F
GO:0034522,"cis-1,2-dihydroxy-1,2-dihydro-8-carboxynaphthalene dehydrogenase activity",other molecular function,F
GO:0034523,3-formylsalicylate oxidase activity,other molecular function,F
GO:0034524,2-hydroxyisophthalate decarboxylase activity,other molecular function,F
GO:0034525,1-naphthaldehyde dehydrogenase activity,other molecular function,F
GO:0034526,2-methylnaphthalene hydroxylase activity,other molecular function,F
GO:0034527,"1,2-dihydroxy-8-carboxynaphthalene dioxygenase activity",other molecular function,F
GO:0034528,2-carboxy-2-hydroxy-8-carboxychromene isomerase activity,other molecular function,F
GO:0034529,2-hydroxy-3-carboxy-benzalpyruvate hydratase-aldolase activity,other molecular function,F
GO:0034530,4-hydroxymethylsalicyaldehyde dehydrogenase activity,other molecular function,F
GO:0034531,2-hydroxy-4-hydroxymethylbenzalpyruvate hydratase-aldolase activity,other molecular function,F
GO:0034532,2-hydroxy-7-hydroxymethylchromene-2-carboxylate isomerase activity,other molecular function,F
GO:0034533,"1,2-dihydroxy-7-hydroxymethylnaphthalene dioxygenase activity",other molecular function,F
GO:0034534,1-methylnaphthalene hydroxylase activity,other molecular function,F
GO:0034535,"1,2-dihydroxy-8-methylnaphthalene dioxygenase activity",other molecular function,F
GO:0034536,2-hydroxy-8-methylchromene-2-carboxylate isomerase activity,other molecular function,F
GO:0034537,2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase activity,other molecular function,F
GO:0034538,3-methylsalicylaldehyde dehydrogenase activity,other molecular function,F
GO:0034539,"3,3',5,5'-tetrabromobisphenol A reductive dehalogenase activity",other molecular function,F
GO:0034540,3-monobromobisphenol A reductive dehalogenase activity,other molecular function,F
GO:0034541,dimethylarsinite methyltransferase activity,other molecular function,F
GO:0034542,trimethylarsine oxidase activity,other molecular function,F
GO:0034543,5-aminosalicylate dioxygenase activity,other molecular function,F
GO:0034544,trans-ACOHDA hydrolase activity,other molecular function,F
GO:0034545,fumarylpyruvate hydrolase activity,other molecular function,F
GO:0034546,"2,4-dichloroaniline reductive dehalogenase activity",other molecular function,F
GO:0034547,N-cyclopropylmelamine deaminase activity,other molecular function,F
GO:0034548,N-cyclopropylammeline deaminase activity,other molecular function,F
GO:0034549,N-cyclopropylammelide alkylamino hydrolase activity,other molecular function,F
GO:0034550,dimethylarsinate reductase activity,other molecular function,F
GO:0034551,mitochondrial respiratory chain complex III assembly,cell organization and biogenesis,P
GO:0034552,respiratory chain complex II assembly,cell organization and biogenesis,P
GO:0034553,mitochondrial respiratory chain complex II assembly,cell organization and biogenesis,P
GO:0034554,"3,3',5-tribromobisphenol A reductive dehalogenase activity",other molecular function,F
GO:0034555,"3,3'-dibromobisphenol A reductive dehalogenase activity",other molecular function,F
GO:0034556,nitrobenzoate nitroreductase activity,other molecular function,F
GO:0034557,2-hydroxylaminobenzoate reductase activity,other molecular function,F
GO:0034558,technetium (VII) reductase activity,other molecular function,F
